stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,area_id
DELN_2,Enter/Exit : Station entrance (South),DELN_2,Station entrance (South),37.92498,-122.31675,BA:63383,,2,place_DELN,,0,,DELN_2
MLBR_5,Enter/Exit : Station entrance (SW),MLBR_5,Station entrance (SW),37.59994,-122.38714,BA:63383,,2,place_MLBR,,0,,MLBR_5
SBRN_4,Enter/Exit : Station entrance (West),SBRN_4,Station entrance (West),37.63774,-122.41641,BA:63383,,2,place_SBRN,,0,,SBRN_4
MLPT_2,Enter/Exit: Station entrance (West),MLPT_2,Station entrance (West),37.40995,-121.89121,BA:63383,,2,place_MLPT,,0,,MLPT_2
BERY_3,Enter/Exit: Station entrane (North),BERY_3,Station entrance,37.36870,-121.87471,BA:63383,,2,place_BERY,,0,,BERY_3
BERY_2,Enter/Exit: Station entrane (South),BERY_2,Station entrance,37.36820,-121.87454,BA:63383,,2,place_BERY,,0,,BERY_2
MONT_5,Enter/Exit : Sutter Street,MONT_5,Sutter Street,37.78995,-122.40071,BA:63383,,2,place_MONT,,0,,MONT_5
CIVC_1,Enter/Exit : UN Plaza Stairs,CIVC_1,UN Plaza Stairs,37.77976,-122.41424,BA:63383,,2,place_CIVC,,0,,CIVC_1
CONC_2,Enter/Exit : West entrance,CONC_2,West entrance,37.97358,-122.02939,BA:63383,,2,place_CONC,,0,,CONC_2
COLM_2,Enter/Exit : West Entrance,COLM_2,West Entrance,37.68476,-122.46606,BA:63383,,2,place_COLM,,0,,COLM_2
FRMT,Fremont,FRMT,,37.55748,-121.97662,BA:63391,,0,place_FRMT,,0,,FRMT
FTVL,Fruitvale,FTVL,,37.77484,-122.22408,BA:63384,,0,mtc:fruitvale,,0,,FTVL
GLEN,Glen Park,GLEN,,37.73324,-122.43351,BA:63416,,0,place_GLEN,,0,,GLEN
HAYW,Hayward,HAYW,,37.66970,-122.08696,BA:63388,,0,place_HAYW,,0,,HAYW
LAFY,Lafayette,LAFY,,37.89318,-122.12462,BA:63394,,0,place_LAFY,,0,,LAFY
LAKE,Lake Merritt,LAKE,,37.79732,-122.26525,BA:63383,,0,place_LAKE,,0,,LAKE
MCAR,MacArthur,MCAR,,37.82880,-122.26711,BA:63405,,0,mtc:macarthur-bart,,0,,MCAR
MLBR,Millbrae (Caltrain Transfer Platform),MLBR,,37.60024,-122.38676,BA:63431,,0,mtc:millbrae-bart,,0,,MLBR
MLPT,Milpitas,MLPT,,37.41028,-121.89108,BA:63426,,0,place_MLPT,,0,,MLPT
MONT,Montgomery Street,MONT,,37.78917,-122.40159,BA:63411,,0,mtc:montgomery-bart,,0,,MONT
NBRK,North Berkeley,NBRK,,37.87400,-122.28352,BA:63421,,0,place_NBRK,,0,,NBRK
NCON,North Concord / Martinez,NCON,,38.00338,-122.02451,BA:63398,,0,place_NCON,,0,,NCON
OAKL,Oakland International Airport Station,OAKL,,37.71327,-122.21220,BA:63402,,0,mtc:oak,,0,,OAKL
ORIN,Orinda,ORIN,,37.87848,-122.18367,BA:63393,,0,place_ORIN,,0,,ORIN
PITT,Pittsburg / Bay Point,PITT,,38.01891,-121.94424,BA:63399,,0,place_PITT,,0,,PITT
PCTR,Pittsburg Center,PCTR,,38.01685,-121.88906,BA:63400,,0,place_PCTR,,0,,PCTR
PHIL,Pleasant Hill / Contra Costa Centre,PHIL,,37.92843,-122.05597,BA:63396,,0,mtc:pleasant-hill-bart,,0,,PHIL
POWL,Powell Street,POWL,,37.78461,-122.40733,BA:63412,,0,mtc:powell,,0,,POWL
RICH,Richmond,RICH,,37.93676,-122.35305,BA:63424,,0,mtc:richmond-bart/amtrak,,0,,RICH
ROCK,Rockridge,ROCK,,37.84475,-122.25123,BA:63392,,0,place_ROCK,,0,,ROCK
SBRN,San Bruno,SBRN,,37.63773,-122.41633,BA:63430,,0,place_SBRN,,0,,SBRN
SFIA,San Francisco International Airport,SFIA,,37.61609,-122.39195,BA:63432,,0,mtc:sfo,,0,,SFIA
SANL,San Leandro,SANL,,37.72178,-122.16074,BA:63386,,0,place_SANL,,0,,SANL
SHAY,South Hayward,SHAY,,37.63434,-122.05718,BA:63389,,0,place_SHAY,,0,,SHAY
SSAN,South San Francisco,SSAN,,37.66446,-122.44421,BA:63429,,0,place_SSAN,,0,,SSAN
UCTY,Union City,UCTY,,37.59074,-122.01725,BA:63390,,0,mtc:union-city-bart,,0,,UCTY
WCRK,Walnut Creek,WCRK,,37.90579,-122.06733,BA:63395,,0,mtc:walnut-creek-bart,,0,,WCRK
WARM,Warm Springs / South Fremont,WARM,,37.50229,-121.93940,BA:63425,,0,mtc:warm-springs-south-fremont-bart,,0,,WARM
WDUB,West Dublin / Pleasanton,WDUB,,37.69972,-121.92828,BA:63407,,0,place_WDUB,,0,,WDUB
WOAK,West Oakland,WOAK,,37.80489,-122.29515,BA:63409,,0,place_WOAK,,0,,WOAK
15829,100 O'Shaughnessy Blvd,15829,,37.74448,-122.45068,,,0,,,0,,15829
13235,11th St & Bryant St,13235,,37.76981,-122.41130,,,0,,,0,,13235
13239,11th St & Harrison St,13239,,37.77056,-122.41249,,,0,,,0,,13239
13238,11th St & Harrison St,13238,,37.77069,-122.41253,,,0,,,0,,13238
13241,11th St & Howard St,13241,,37.77283,-122.41538,,,0,,,0,,13241
13240,11th St & Howard St,13240,,37.77333,-122.41573,,,0,,,0,,13240
13245,11th St & Market St,13245,,37.77537,-122.41858,,,0,,,0,,13245
13244,11th St & Market St,13244,,37.77550,-122.41852,,,0,,,0,,13244
13243,11th St & Mission St,13243,,37.77404,-122.41689,,,0,,,0,,13243
16009,120 Portola Dr,16009,,37.74897,-122.44396,,,0,,,0,,16009
15513,126 Miraloma Dr,15513,,37.73774,-122.46146,,,0,,,0,,15513
13253,14th St & Alpine Ter,13253,,37.76730,-122.43721,,,0,,,0,,13253
13256,14th St & Castro St,13256,,37.76738,-122.43584,,,0,,,0,,13256
13257,14th St & Castro St,13257,,37.76728,-122.43578,,,0,,,0,,13257
13254,14th St & Church St,13254,,37.76777,-122.42909,,,0,,,0,,13254
13255,14th St & Church St,13255,,37.76767,-122.42913,,,0,,,0,,13255
13259,14th St & Noe St,13259,,37.76740,-122.43356,,,0,,,0,,13259
13258,14th St & Noe St,13258,,37.76751,-122.43327,,,0,,,0,,13258
13261,14th St & Sanchez St,13261,,37.76754,-122.43128,,,0,,,0,,13261
13260,14th St & SANCHEZ ST,13260,,37.76767,-122.43111,,,0,,,0,,13260
15835,150 Otis St,15835,,37.77073,-122.42031,,,0,,,0,,15835
13267,15th Ave & Taraval St,13267,,37.74307,-122.47141,,,0,,,0,,13267
13266,15th Ave & Taraval St,13266,,37.74312,-122.47130,,,0,,,0,,13266
14795,1650 Geneva Ave,14795,,37.71187,-122.42819,,,0,,,0,,14795
14796,1650 Geneva Ave,14796,,37.71174,-122.42829,,,0,,,0,,14796
13188,1697 7th Ave,13188,,37.75660,-122.46374,,,0,,,0,,13188
13189,1697 7th Ave,13189,,37.75677,-122.46357,,,0,,,0,,13189
17764,16th St & 4th St,17764,,37.76676,-122.39072,,,0,,,0,,17764
13282,16th St & Bryant St,13282,,37.76559,-122.41041,,,0,,,0,,13282
13281,16th St & Bryant St,13281,,37.76566,-122.41029,,,0,,,0,,13281
13283,16th St & Church St,13283,,37.76458,-122.42852,,,0,,,0,,13283
13284,16th St & Dolores St,13284,,37.76473,-122.42616,,,0,,,0,,13284
13285,16th St & Dolores St,13285,,37.76458,-122.42658,,,0,,,0,,13285
17289,16th St & Folsom St,17289,,37.76540,-122.41543,,,0,,,0,,17289
13287,16th St & Guerrero St,13287,,37.76472,-122.42426,,,0,,,0,,13287
13286,16th St & Guerrero St,13286,,37.76485,-122.42396,,,0,,,0,,13286
13289,16th St & Harrison St,13289,,37.76538,-122.41329,,,0,,,0,,13289
13288,16th St & Harrison St,13288,,37.76552,-122.41298,,,0,,,0,,13288
13292,16th St & Mission St,13292,,37.76502,-122.41928,,,0,,,0,,13292
13291,16th St & Mission St,13291,,37.76515,-122.41961,,,0,,,0,,13291
13293,16th St & Mission St,13293,,37.76498,-122.41984,,,0,,,0,,13293
17763,16th St & Missouri St,17763,,37.76638,-122.39702,,,0,,,0,,17763
17866,16th St & Owen St,17866,,37.76665,-122.39253,,,0,,,0,,17866
13296,16th St & Potrero Ave,13296,,37.76576,-122.40761,,,0,,,0,,13296
13295,16th St & Potrero Ave,13295,,37.76580,-122.40762,,,0,,,0,,13295
17767,16th Street & 4th Street,17767,,37.76686,-122.39089,,,0,,,0,,17767
17768,16th Street & Missouri St,17768,,37.76649,-122.39701,,,0,,,0,,17768
17865,16th Street & Owen St,17865,,37.76672,-122.39280,,,0,,,0,,17865
17770,16th Street & Rhode Islandi St,17770,,37.76611,-122.40282,,,0,,,0,,17770
17769,16th Street & Wisconsin St,17769,,37.76629,-122.39984,,,0,,,0,,17769
17761,16th St& Rhode Island St,17761,,37.76599,-122.40286,,,0,,,0,,17761
13297,16th St & San Bruno Ave,13297,,37.76586,-122.40551,,,0,,,0,,13297
13299,16th St & Shotwell St,13299,,37.76522,-122.41605,,,0,,,0,,13299
13300,16th St & Valencia St,13300,,37.76499,-122.42175,,,0,,,0,,13300
13301,16th St & Valencia St,13301,,37.76485,-122.42206,,,0,,,0,,13301
13302,16th St & Vermont St,13302,,37.76604,-122.40469,,,0,,,0,,13302
17762,16th St & Wisconsin St,17762,,37.76620,-122.39991,,,0,,,0,,17762
14798,1721 Geneva Ave,14798,,37.71108,-122.42627,,,0,,,0,,14798
16565,1725 Sunnydale Ave,16565,,37.71279,-122.41954,,,0,,,0,,16565
14799,1750 Geneva Ave,14799,,37.71072,-122.42576,,,0,,,0,,14799
16186,176 Rhode Island St,16186,,37.75617,-122.40184,,,0,,,0,,16186
15253,1798 Laguna Honda Blvd,15253,,37.75465,-122.46380,,,0,,,0,,15253
13307,17th St & Belvedere St,13307,,37.76176,-122.44768,,,0,,,0,,13307
13311,17th St & Castro St,13311,,37.76258,-122.43498,,,0,,,0,,13311
13309,17th St & Clayton St,13309,,37.76185,-122.44670,,,0,,,0,,13309
13310,17th St & Cole St,13310,,37.76168,-122.44898,,,0,,,0,,13310
13314,17th St & Diamond St,13314,,37.76241,-122.43749,,,0,,,0,,13314
13318,17th St & Noe St,13318,,37.76264,-122.43299,,,0,,,0,,13318
16566,1800 Sunnydale Ave,16566,,37.71297,-122.41995,,,0,,,0,,16566
13326,18th St & Castro St,13326,,37.76085,-122.43484,,,0,,,0,,13326
13325,18th St & Castro St,13325,,37.76095,-122.43515,,,0,,,0,,13325
13322,18th St & Church St,13322,,37.76137,-122.42820,,,0,,,0,,13322
13323,18th St & Church St,13323,,37.76125,-122.42814,,,0,,,0,,13323
13328,18th St & Danvers St,13328,,37.76024,-122.44349,,,0,,,0,,13328
13327,18th St & Danvers St,13327,,37.76035,-122.44354,,,0,,,0,,13327
13329,18th St & Diamond St,13329,,37.76070,-122.43729,,,0,,,0,,13329
13331,18th St & Dolores St,13331,,37.76139,-122.42593,,,0,,,0,,13331
13330,18th St & Dolores St,13330,,37.76149,-122.42624,,,0,,,0,,13330
13332,18th St & Eureka St,13332,,37.76076,-122.43815,,,0,,,0,,13332
13334,18th St & Guerrero St,13334,,37.76152,-122.42365,,,0,,,0,,13334
13333,18th St & Guerrero St,13333,,37.76162,-122.42396,,,0,,,0,,13333
13335,18th St & Hattie St,13335,,37.76059,-122.44109,,,0,,,0,,13335
13336,18th St & Hattie St,13336,,37.76049,-122.44078,,,0,,,0,,13336
13339,18th St & Market St,13339,,37.75979,-122.44445,,,0,,,0,,13339
13338,18th St & Mission St,13338,,37.76190,-122.41951,,,0,,,0,,13338
13341,18th St & Noe St,13341,,37.76096,-122.43291,,,0,,,0,,13341
13340,18th St & Noe St,13340,,37.76109,-122.43269,,,0,,,0,,13340
13344,18th St & Sanchez St,13344,,37.76123,-122.43046,,,0,,,0,,13344
13345,18th St & Sanchez St,13345,,37.76109,-122.43068,,,0,,,0,,13345
13348,18th St & Valencia St,13348,,37.76176,-122.42173,,,0,,,0,,13348
13349,18th St & Valencia St,13349,,37.76166,-122.42142,,,0,,,0,,13349
16567,1900 Sunnydale Ave,16567,,37.71340,-122.42138,,,0,,,0,,16567
16568,1901 Sunnydale Ave,16568,,37.71322,-122.42115,,,0,,,0,,16568
13355,19th Ave & Eucalyptus Dr,13355,,37.73097,-122.47472,,,0,,,0,,13355
13354,19th Ave & Eucalyptus Dr,13354,,37.73118,-122.47496,,,0,,,0,,13354
13356,19th Ave & Holloway Ave,13356,,37.72111,-122.47530,,,0,,,0,,13356
13357,19TH AVE & Holloway Ave,13357,,37.72094,-122.47500,,,0,,,0,,13357
13360,19th Ave & Irving St,13360,,37.76343,-122.47704,,,0,,,0,,13360
13359,19th Ave & Irving St,13359,,37.76368,-122.47731,,,0,,,0,,13359
13365,19th Ave & Judah St,13365,,37.76140,-122.47711,,,0,,,0,,13365
13364,19th Ave & Judah St,13364,,37.76160,-122.47693,,,0,,,0,,13364
13362,19th Ave & Junipero Serra Blvd,13362,,37.71805,-122.47318,,,0,,,0,,13362
13361,19th Ave & Junipero Serra Blvd,13361,,37.71689,-122.47227,,,0,,,0,,13361
13363,19th Ave & Junipero Serra Blvd,13363,,37.71732,-122.47297,,,0,,,0,,13363
13369,19th Ave & Lawton St,13369,,37.75789,-122.47678,,,0,,,0,,13369
13368,19th Ave & Lawton St,13368,,37.75786,-122.47654,,,0,,,0,,13368
13371,19th Ave & Lincoln Way,13371,,37.76537,-122.47740,,,0,,,0,,13371
13374,19th Ave & Noriega St,13374,,37.75412,-122.47629,,,0,,,0,,13374
13375,19th Ave & Noriega St,13375,,37.75392,-122.47653,,,0,,,0,,13375
10390,19th Avenue & Holloway St,10390,,37.72119,-122.47510,,,0,,,0,,10390
13379,19th Ave & Ortega St,13379,,37.75272,-122.47619,,,0,,,0,,13379
13380,19th Ave & Ortega St,13380,,37.75206,-122.47640,,,0,,,0,,13380
13384,19th Ave & Quintara St,13384,,37.74830,-122.47614,,,0,,,0,,13384
13383,19th Ave & Quintara St,13383,,37.74853,-122.47590,,,0,,,0,,13383
13376,19th Ave & Randolph St,13376,,37.71620,-122.47167,,,0,,,0,,13376
13387,19th Ave & Randolph St,13387,,37.71444,-122.47000,,,0,,,0,,13387
13385,19th Ave & Randolph St,13385,,37.71486,-122.47025,,,0,,,0,,13385
13389,19th Ave & Rivera St,13389,,37.74647,-122.47601,,,0,,,0,,13389
13388,19th Ave & Rivera St,13388,,37.74667,-122.47577,,,0,,,0,,13388
13391,19th Ave & Sloat Blvd,13391,,37.73472,-122.47497,,,0,,,0,,13391
13390,19th Ave & Sloat Blvd,13390,,37.73456,-122.47520,,,0,,,0,,13390
13395,19th Ave & Taraval St,13395,,37.74318,-122.47578,,,0,,,0,,13395
13394,19th Ave & Taraval St,13394,,37.74331,-122.47554,,,0,,,0,,13394
13399,19th Ave & Vicente St,13399,,37.73901,-122.47553,,,0,,,0,,13399
13398,19th Ave & Vicente St,13398,,37.73920,-122.47528,,,0,,,0,,13398
13402,19th Ave & Winston Dr,13402,,37.72719,-122.47468,,,0,,,0,,13402
17448,19th Ave & Winston Dr,17448,,37.72726,-122.47510,,,0,,,0,,17448
17887,201 Bayshore Blvd E,17887,,37.74462,-122.40419,,,0,,,0,,17887
13411,20th St & 3rd St,13411,,37.76047,-122.38841,,,0,,,0,,13411
13410,20th St & 3rd St,13410,,37.76054,-122.38871,,,0,,,0,,13410
18045,20th St & Mississippi St,18045,,37.75994,-122.39648,,,0,,,0,,18045
18064,20th St & Missouri St,18064,,37.76009,-122.39617,,,0,,,0,,18064
18046,20TH ST & Pennsylvania St,18046,,37.76015,-122.39353,,,0,,,0,,18046
14162,210 Corbett Ave,14162,,37.76180,-122.44284,,,0,,,0,,14162
14163,211 Corbett Ave,14163,,37.76165,-122.44294,,,0,,,0,,14163
13768,228 Bayshore Blvd,13768,,37.74472,-122.40443,,,0,,,0,,13768
13425,22nd Ave & Irving St,13425,,37.76368,-122.48027,,,0,,,0,,13425
13426,22nd Ave & Judah St,13426,,37.76146,-122.48011,,,0,,,0,,13426
13427,22nd Ave & Kirkham St,13427,,37.75959,-122.47998,,,0,,,0,,13427
13428,22nd Ave & Lawton St,13428,,37.75775,-122.47985,,,0,,,0,,13428
13429,22nd Ave & Lincoln Way,13429,,37.76519,-122.48037,,,0,,,0,,13429
13430,22nd Ave & Moraga St,13430,,37.75590,-122.47971,,,0,,,0,,13430
13431,22nd Ave & Noriega St,13431,,37.75434,-122.47961,,,0,,,0,,13431
13432,22nd St & 3rd St,13432,,37.75801,-122.38809,,,0,,,0,,13432
13435,22nd St & Iowa St,13435,,37.75775,-122.39227,,,0,,,0,,13435
13436,22nd St & Minnesota St,13436,,37.75787,-122.39008,,,0,,,0,,13436
13437,22nd St & Minnesota St,13437,,37.75781,-122.39027,,,0,,,0,,13437
13439,22nd St & Pennsylvania Ave,13439,,37.75767,-122.39231,,,0,,,0,,13439
13441,23rd Ave & Irving St,13441,,37.76313,-122.48148,,,0,,,0,,13441
13442,23rd Ave & Judah St,13442,,37.76161,-122.48138,,,0,,,0,,13442
13443,23rd Ave & Kirkham St,13443,,37.75973,-122.48124,,,0,,,0,,13443
13444,23rd Ave & Lawton St,13444,,37.75787,-122.48111,,,0,,,0,,13444
13445,23rd Ave & Lincoln Way,13445,,37.76503,-122.48161,,,0,,,0,,13445
13446,23rd Ave & Moraga St,13446,,37.75601,-122.48099,,,0,,,0,,13446
13447,23rd Ave & Noriega St,13447,,37.75414,-122.48086,,,0,,,0,,13447
13450,23RD ST & KANSAS ST,13450,,37.75445,-122.40267,,,0,,,0,,13450
13452,23rd St & Rhode Island St,13452,,37.75451,-122.40169,,,0,,,0,,13452
13454,23rd St & Utah St,13454,,37.75430,-122.40530,,,0,,,0,,13454
13453,23rd St & Utah St,13453,,37.75442,-122.40494,,,0,,,0,,13453
13455,23rd St & Vermont St,13455,,37.75448,-122.40391,,,0,,,0,,13455
13456,23rd St & Vermont St,13456,,37.75440,-122.40363,,,0,,,0,,13456
13458,24th St & Bryant St,13458,,37.75285,-122.40928,,,0,,,0,,13458
13459,24th St & Bryant St,13459,,37.75276,-122.40897,,,0,,,0,,13459
13463,24th St & Castro St,13463,,37.75126,-122.43394,,,0,,,0,,13463
13462,24th St & Castro St,13462,,37.75136,-122.43425,,,0,,,0,,13462
13460,24th St & Church St,13460,,37.75178,-122.42733,,,0,,,0,,13460
13461,24th St & Church St,13461,,37.75164,-122.42754,,,0,,,0,,13461
13464,24th St & Diamond St,13464,,37.75123,-122.43618,,,0,,,0,,13464
13466,24th St & Dolores St,13466,,37.75190,-122.42531,,,0,,,0,,13466
13467,24th St & Dolores St,13467,,37.75179,-122.42526,,,0,,,0,,13467
13469,24th St & Folsom St,13469,,37.75256,-122.41424,,,0,,,0,,13469
13470,24th St & Folsom St,13470,,37.75246,-122.41393,,,0,,,0,,13470
13472,24th St & Guerrero St,13472,,37.75191,-122.42298,,,0,,,0,,13472
13471,24th St & Guerrero St,13471,,37.75205,-122.42277,,,0,,,0,,13471
13473,24th St & Harrison St,13473,,37.75269,-122.41205,,,0,,,0,,13473
13474,24th St & Harrison St,13474,,37.75259,-122.41174,,,0,,,0,,13474
13476,24th St & Mission St,13476,,37.75232,-122.41833,,,0,,,0,,13476
13477,24th St & Mission St,13477,,37.75218,-122.41855,,,0,,,0,,13477
17263,24th St & Noe St,17263,,37.75138,-122.43199,,,0,,,0,,17263
13478,24th St & Noe St,13478,,37.75151,-122.43177,,,0,,,0,,13478
13480,24th St & Potrero Ave,13480,,37.75299,-122.40669,,,0,,,0,,13480
13482,24th St & Sanchez St,13482,,37.75151,-122.42977,,,0,,,0,,13482
13481,24th St & Sanchez St,13481,,37.75165,-122.42955,,,0,,,0,,13481
13484,24th St & South Van Ness Ave,13484,,37.75231,-122.41637,,,0,,,0,,13484
13483,24th St & South Van Ness Ave,13483,,37.75245,-122.41616,,,0,,,0,,13483
13486,24th St & Valencia St,13486,,37.75206,-122.42051,,,0,,,0,,13486
13485,24th St & Valencia St,13485,,37.75218,-122.42056,,,0,,,0,,13485
13490,25th Ave & Balboa St,13490,,37.77619,-122.48436,,,0,,,0,,13490
13489,25th Ave & Balboa St,13489,,37.77642,-122.48456,,,0,,,0,,13489
13491,25th Ave & California St,13491,,37.78400,-122.48510,,,0,,,0,,13491
13492,25th Ave & California St,13492,,37.78381,-122.48485,,,0,,,0,,13492
13496,25th Ave & Clement St,13496,,37.78195,-122.48471,,,0,,,0,,13496
13495,25th Ave & Clement St,13495,,37.78215,-122.48498,,,0,,,0,,13495
13497,25th Ave & El Camino Del Mar,13497,,37.78754,-122.48514,,,0,,,0,,13497
13498,25th Ave & El Camino Del Mar,13498,,37.78737,-122.48536,,,0,,,0,,13498
13499,25th Ave & Fulton St,13499,,37.77269,-122.48430,,,0,,,0,,13499
13500,25th Ave & Geary Blvd,13500,,37.78025,-122.48484,,,0,,,0,,13500
13501,25th Ave & Geary Blvd,13501,,37.77992,-122.48462,,,0,,,0,,13501
13502,25th Ave & Lake St,13502,,37.78587,-122.48524,,,0,,,0,,13502
13503,25th Ave & Lake St,13503,,37.78569,-122.48503,,,0,,,0,,13503
17525,25th Avenue & Dakota Street,17525,,37.75235,-122.39469,,,0,,,0,,17525
13504,25th St & Connecticut St,13504,,37.75236,-122.39634,,,0,,,0,,13504
13505,25th St & Connecticut St,13505,,37.75224,-122.39662,,,0,,,0,,13505
13507,25th St & Dakota St,13507,,37.75250,-122.39483,,,0,,,0,,13507
13511,25th St & Potrero Ave,13511,,37.75141,-122.40668,,,0,,,0,,13511
13512,25th St & Wisconsin St,13512,,37.75224,-122.39831,,,0,,,0,,13512
13513,25th St & Wisconsin St,13513,,37.75216,-122.39829,,,0,,,0,,13513
13514,26th St & Castro St,13514,,37.74815,-122.43363,,,0,,,0,,13514
13516,26th St & De Haro St,13516,,37.75086,-122.40015,,,0,,,0,,13516
13517,26th St & De Haro St,13517,,37.75075,-122.40002,,,0,,,0,,13517
13521,26th St & Noe St,13521,,37.74817,-122.43164,,,0,,,0,,13521
13520,26th St & Noe St,13520,,37.74827,-122.43177,,,0,,,0,,13520
13522,26th St & Rhode Island St,13522,,37.75072,-122.40112,,,0,,,0,,13522
13524,26th St & Wisconsin St,13524,,37.75111,-122.39866,,,0,,,0,,13524
16321,274 Sagamore St,16321,,37.71144,-122.46156,,,0,,,0,,16321
13535,30th St & Church St,13535,,37.74216,-122.42637,,,0,,,0,,13535
13536,30th St & Church St,13536,,37.74204,-122.42676,,,0,,,0,,13536
13538,30th St & Dolores St,13538,,37.74217,-122.42446,,,0,,,0,,13538
13537,30th St & Dolores St,13537,,37.74230,-122.42403,,,0,,,0,,13537
13540,30th St & Mission St,13540,,37.74241,-122.42204,,,0,,,0,,13540
13541,30th St & Mission St,13541,,37.74231,-122.42217,,,0,,,0,,13541
13542,30th St & Noe St,13542,,37.74188,-122.43079,,,0,,,0,,13542
13543,30th St & Sanchez St,13543,,37.74202,-122.42860,,,0,,,0,,13543
13544,30th St & Sanchez St,13544,,37.74191,-122.42902,,,0,,,0,,13544
14164,320 Corbett Ave,14164,,37.75993,-122.44533,,,0,,,0,,14164
13545,32nd Ave & Balboa St,13545,,37.77668,-122.49195,,,0,,,0,,13545
13547,32nd Ave & California St,13547,,37.78343,-122.49255,,,0,,,0,,13547
13546,32nd Ave & California St,13546,,37.78342,-122.49244,,,0,,,0,,13546
13549,32nd Ave & Clement St,13549,,37.78180,-122.49242,,,0,,,0,,13549
13548,32nd Ave & Clement St,13548,,37.78200,-122.49233,,,0,,,0,,13548
13550,32nd Ave & Geary Blvd,13550,,37.77994,-122.49230,,,0,,,0,,13550
13551,33rd Ave & Anza St,13551,,37.77786,-122.49325,,,0,,,0,,13551
13554,33rd Ave & Balboa St,13554,,37.77600,-122.49313,,,0,,,0,,13554
13555,33rd Ave & Clement St,13555,,37.78154,-122.49335,,,0,,,0,,13555
13560,33rd Ave & Geary Blvd,13560,,37.77957,-122.49338,,,0,,,0,,13560
14165,341 Corbett Ave,14165,,37.75991,-122.44508,,,0,,,0,,14165
13561,36th Ave & Lincoln Way,13561,,37.76456,-122.49537,,,0,,,0,,13561
13562,37th Ave & Lincoln Way,13562,,37.76436,-122.49662,,,0,,,0,,13562
16348,3800 San Bruno Ave,16348,,37.71479,-122.40057,,,0,,,0,,16348
16350,3801 San Bruno Ave,16350,,37.71467,-122.40046,,,0,,,0,,16350
13104,3rd St & 20th St,13104,,37.76059,-122.38870,,,0,,,0,,13104
13103,3rd St & 20th St,13103,,37.76079,-122.38846,,,0,,,0,,13103
17473,3rd ST & 22nd St,17473,,37.75807,-122.38824,,,0,,,0,,17473
13108,3rd St & 23rd St,13108,,37.75506,-122.38810,,,0,,,0,,13108
13107,3rd St & 23rd St,13107,,37.75569,-122.38790,,,0,,,0,,13107
13016,3rd St & 4th St,13016,,37.77262,-122.38979,,,0,,,0,,13016
13113,3rd St & Bayview St,13113,,37.73220,-122.39173,,,0,,,0,,13113
13114,3rd St & Brannan St,13114,,37.77929,-122.39319,,,0,,,0,,13114
13144,3rd St & Bryant St,13144,,37.78165,-122.39620,,,0,,,0,,13144
13116,3rd St & Carroll Ave,13116,,37.72530,-122.39420,,,0,,,0,,13116
13115,3rd St & Carroll Ave,13115,,37.72567,-122.39430,,,0,,,0,,13115
13123,3rd St & Evans Ave,13123,,37.74244,-122.38815,,,0,,,0,,13123
17320,3rd St & Fitzgerald Ave,17320,,37.72313,-122.39524,,,0,,,0,,17320
13124,3rd St & Folsom St,13124,,37.78420,-122.39933,,,0,,,0,,13124
17324,3rd St & Gene Friend Way,17324,,37.76871,-122.38938,,,0,,,0,,17324
13127,3rd St & Hudson Ave,13127,,37.74012,-122.38870,,,0,,,0,,13127
13129,3rd St & Innes Ave,13129,,37.73932,-122.38926,,,0,,,0,,13129
13135,3rd St & Kirkwood Ave,13135,,37.73793,-122.38962,,,0,,,0,,13135
13134,3rd St & La Salle Ave,13134,,37.73721,-122.38980,,,0,,,0,,13134
13143,3rd St & Oakdale Ave,13143,,37.73479,-122.39072,,,0,,,0,,13143
13141,3rd St & Palou Ave,13141,,37.73409,-122.39093,,,0,,,0,,13141
17171,3rd St & Paul Ave,17171,,37.72226,-122.39584,,,0,,,0,,17171
17961,3rd Street & Evans Ave,17961,,37.74279,-122.38781,,,0,,,0,,17961
13145,3rd St & Revere Ave,13145,,37.73225,-122.39146,,,0,,,0,,13145
13146,3rd St & Salinas Ave,13146,,37.72086,-122.39646,,,0,,,0,,13146
13136,3rd St & Stevenson St,13136,,37.78637,-122.40211,,,0,,,0,,13136
13149,3rd St & Van Dyke Ave,13149,,37.72924,-122.39259,,,0,,,0,,13149
17321,3rd St & Warriors Way,17321,,37.76905,-122.38923,,,0,,,0,,17321
13150,3rd St & Williams Ave,13150,,37.72917,-122.39278,,,0,,,0,,13150
15573,4080 Mission St,15573,,37.73217,-122.42800,,,0,,,0,,15573
14209,40 CRESTLINE DR,14209,,37.75039,-122.44658,,,0,,,0,,14209
16230,414 Roosevelt Way,16230,,37.76449,-122.44330,,,0,,,0,,16230
16231,415 Roosevelt Way,16231,,37.76449,-122.44314,,,0,,,0,,16231
13566,42nd Ave & Clement St,13566,,37.78109,-122.50299,,,0,,,0,,13566
13567,43rd Ave & Clement St,13567,,37.78101,-122.50423,,,0,,,0,,13567
13568,43rd Ave & Point Lobos Ave,13568,,37.77978,-122.50414,,,0,,,0,,13568
13599,46th Ave & Taraval St,13599,,37.74168,-122.50453,,,0,,,0,,13599
13601,46th Ave & Ulloa St,13601,,37.73983,-122.50441,,,0,,,0,,13601
